Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_(Bkg)	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_(Bkg)	Bisulfite_Conversion_II	Bisulfite_Conversion_II_(Bkg)	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_(Bkg)	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461262_208125020074_R02C01	0.9995	11.75	10.837	3.53905325443787	123.692307692308	84.1606425702811	45.7973684210526	32.4196018376723	1.66889053619965	1.84205735093309	13.050193050193	9.08602150537634	14.3547237076649	6.02495543672014	6.05914343983685	2.48334466349422	6.20537897310513	4.1320293398533	6.37229437229437	4.21735159817352	22.2050632911392	8.55696202531646	12.6046128500824	23.0818181818182
GSM8461263_208125020074_R03C01	0.9989	10.379	9.911	3.85024432308135	162.847133757962	64.4418604651163	44.544885177453	32.7047738693467	1.6257237655325	1.89228117690508	10.3850746268657	7.30882352941176	9.09433962264151	7.29350104821803	9.07357357357357	5.6996996996997	4.02197802197802	4.77884615384615	3.75308641975309	3.35294117647059	17.5804878048781	16.9707317073171	10.9217171717172	15.3618233618234
GSM8461264_208125020074_R04C01	0.9987	10.655	9.644	4.05919540229885	136.815642458101	62.4854368932039	44.8625	33.1980319803198	1.62236798950476	1.97704577875762	9.23076923076923	6.4804469273743	10.9166666666667	9.35483870967742	8.96302521008403	6.40840336134454	5.68167701863354	5.40372670807453	2.88947368421053	2.12321660181582	10.6409395973154	11.6778523489933	8.60520094562648	19.1895424836601
GSM8461265_208125020074_R05C01	0.9994	11.775	11.048	4.08958214081282	94.3453815261044	70.08125	38.6720647773279	32.8976157082749	1.66624944779856	1.88481820704968	9.31733333333333	7.26403326403326	11.2314939434724	4.70255720053836	5.63125351320967	2.08712759977515	4.86216216216216	3.14774774774775	7.32129963898917	3.8559256390395	23.378896882494	8.378896882494	14.64586846543	17.6325088339223
GSM8461266_208125020074_R06C01	0.9994	11.628	10.873	3.49551634365056	130.176795580111	82.4208633093525	43.5864332603939	31.0554821664465	1.64128453232366	1.88675750760683	10.6042944785276	7.27789473684211	11.9880059970015	5.18290854572714	6.84943820224719	2.81423220973783	4.62834489593657	3.42616451932607	9.36842105263158	3.13518197573657	23.6464891041162	8.37046004842615	14.7335766423358	18.021359223301
GSM8461267_208125020074_R07C01	0.9991	11.254	11.278	3.75397275822928	153.271084337349	81.0887372013652	40.5324427480916	30.3542168674699	1.61828501925806	1.91746566467997	9.68131868131868	7.09054325955734	10.9388059701493	5.25970149253731	9.79677419354839	4.11827956989247	4.04541406945681	3.1380231522707	7.53266331658291	3.07777777777778	23.4838709677419	8.74441687344913	13.0166051660517	20.4941995359629
GSM8461268_208125020074_R08C01	0.9978	10.356	9.825	4.15661317100166	136.481865284974	53.8376963350785	35.242671009772	26.2180376610505	1.64836332248855	2.11501193652577	11.9668874172185	8.34642032332563	9.83689839572192	9.66310160427808	8.48282442748092	7.65076335877863	7.86086956521739	6.28521739130435	3.32	2.32337434094903	19.405737704918	14.8114754098361	9.77595628415301	15.9267515923567
GSM8461269_208126070080_R01C01	0.9972	9.723	9.375	4.04347826086957	161.764285714286	90.8796992481203	50.3595800524934	32.0559895833333	1.66163996229972	1.94926512153759	14.2658227848101	9.55084745762712	14.9259259259259	17.8888888888889	10.526582278481	9.53924050632911	4.6241610738255	7.56375838926174	4.12380952380952	2.40877598152425	16.9285714285714	20.125	9.30604982206406	15.7112068965517
GSM8461270_208126070080_R02C01	0.9977	9.982	9.394	3.47877708518848	163.054794520548	104.431451612903	51.9051490514905	33.8188976377953	1.67868038311458	1.96665271382726	14.5215517241379	9.79360465116279	12.0792452830189	12.7132075471698	13.816091954023	10.8103448275862	7.12676056338028	7.90845070422535	5.30833333333333	2.32	22.1597222222222	23.3958333333333	10.1837455830389	16.8603603603604
GSM8461271_208126070080_R03C01	0.995	9.315	8.543	4.36700236966825	152.854304635762	73.7094017094017	52.5957446808511	35.5401554404145	1.6932850653038	1.85833003561535	11.6413793103448	10.5171339563863	8.1421568627451	16.5490196078431	9.78095238095238	11.9746031746032	6.56849315068493	11.5616438356164	3.24271844660194	1.93154761904762	8.07333333333333	22.5066666666667	5.17842323651452	10.9369369369369
GSM8461272_208126070080_R04C01	0.9993	11.556	10.882	3.7856093979442	122.481481481481	91.4311111111111	42.0740740740741	32.6135693215339	1.62729595911196	1.9648517181861	12.9961832061069	9.3543956043956	11.778102189781	4.97080291970803	5.54468911917098	2.38212435233161	4.03281853281853	3.28667953667954	8.70388349514563	3.98710232158212	24.6515580736544	9.64589235127479	12.2710743801653	19.8494845360825
GSM8461273_208126070080_R05C01	0.9989	10.757	10.276	4.05101739899735	140.207792207792	82.9802631578947	48.5831202046036	30.6728167281673	1.64207221350079	2.01495327102804	12.6529850746269	8.9946949602122	9.38045738045738	7.04989604989605	7.54756097560976	4.65	6.36148648648649	5.72804054054054	6.54437869822485	2.8744769874477	23.5984848484848	12.844696969697	11.0821529745042	15.8868421052632
GSM8461274_208126070080_R06C01	0.9985	10.197	10.122	3.45451895043732	139.915662650602	99.6061776061776	47.6581395348837	30.5627283800244	1.61612924761333	1.98977151965994	11.3953488372093	8.61809045226131	12.5765765765766	10.3003003003003	10.6479166666667	7.96041666666667	6.35599284436494	6.13595706618962	6.62790697674419	3.13939393939394	20.219512195122	13.9430894308943	10.284289276808	19.6730769230769
GSM8461275_208126070080_R07C01	0.9977	9.823	9.713	3.74339401056958	155.735099337748	95.8896551724138	47.1871921182266	31.7043378995434	1.72557311373247	1.8849112012306	12.1209964412811	9.28065395095368	10.7873563218391	9.78735632183908	10.094674556213	7.64497041420118	6.26773455377574	7.79405034324943	4.60683760683761	2.6135831381733	17.6424581005587	19.0279329608939	7.46246246246246	18.4708520179372
GSM8461276_208126070080_R08C01	0.9981	10.625	10.131	2.92698412698413	137.221518987342	120.773869346734	36.2193548387097	32.7520891364902	1.89713289422704	2.06314948041567	20.3823529411765	17.4120603015075	14.0675381263617	7.54901960784314	9.17559153175591	4.63013698630137	3.05646359583952	5.14858841010401	5.11949685534591	3.85747663551402	22.8303249097473	12.5090252707581	18.5299145299145	20.1657458563536
GSM8461277_208126070115_R01C01	0.9985	10.453	9.741	3.32290099307854	157.144827586207	85.9157509157509	56.8142414860681	39.9081632653061	1.69838227401671	1.99923359901901	14.8348214285714	10.788961038961	11.4836956521739	9.02989130434783	9.67673716012085	5.41993957703928	7.22972972972973	5.61317567567568	6.14423076923077	3.16912972085386	20.8223350253807	16.8680203045685	11.96875	21.4393305439331
GSM8461278_208126070115_R02C01	0.999	10.903	10.234	4.17402905425437	146.93125	95.0282258064516	50.9571045576408	34.5533834586466	1.64738805970149	1.98123400625533	12.6804511278195	9.8625730994152	15.229381443299	8.69329896907217	10.9469453376206	5.89228295819936	5.41801075268817	4.53360215053763	8.2551724137931	3.30177514792899	25.6655172413793	11.6310344827586	13.8056206088993	22.3312693498452
GSM8461279_208126070115_R03C01	0.9986	10.122	9.662	3.7580452920143	159.067567567568	104.316017316017	56.8230337078652	35.9145658263305	1.66114623419461	1.94571466773633	13.0583657587549	9.40056022408964	11.0371747211896	12.4758364312268	10.1487603305785	10.2314049586777	7.1520618556701	8.64948453608247	5.36842105263158	3.13351498637602	25.2635135135135	22.6756756756757	7.44160583941606	12.4270072992701
GSM8461280_208126070115_R06C01	0.9972	9.488	9.439	3.7969023962595	169.928057553957	97.8509090909091	46.6421800947867	34.9251412429379	1.6669126526231	1.94798745426032	11.679180887372	8.95811518324607	11.8401639344262	14.0245901639344	7.34939759036145	8.93493975903614	5.37121212121212	8.64141414141414	4.40983606557377	2.51554404145078	14.1967213114754	18.6994535519126	6.65098039215686	15.7073170731707
GSM8461281_208126070115_R07C01	0.9932	8.7	8.969	3.05774278215223	132.925925925926	91.6328671328671	41.990675990676	32.2250970245796	1.62874024695099	1.98094237695078	12.8426966292135	10.2358208955224	2.56632653061224	17.4948979591837	6.65594855305466	12.1318327974277	4.43157894736842	12.0315789473684	2.32885906040268	2.87058823529412	11.624	27.432	4.66009852216749	5.8695652173913
GSM8461282_208126070115_R08C01	0.9987	10.223	9.941	2.36775674125072	185.330882352941	118.483412322275	35.7839506172839	40.4728546409807	2.15016216216216	2.01086956521739	21.1272727272727	13.8884462151394	12.5552325581395	10.1337209302326	10.3444444444444	6.61296296296296	7.09142857142857	9.96	6.77564102564103	4.23209169054441	25.219387755102	17.7857142857143	14.6571428571429	18.1744186046512
